"DOCUMENTACIÓN","Tipo de interés. UEM. Mercado monetario. Euríbor. A 12 meses"
"UNIDADES","Porcentaje"
"FRECUENCIA","Diaria"
"CÓDIGO DE IDENTIFICACIÓN","D_DNBAF172"
"NÚMERO SECUENCIAL","-"
"ALIAS","-"
"CÓDIGO DE UNIDADES","Porcentaje"
"09ene25",2.553
"10ene25",2.564
"11ene25","-"
"12ene25","-"
"13ene25",2.576
"14ene25",2.612
"15ene25",2.559
"16ene25",2.563
"17ene25",2.524
"18ene25","-"
"19ene25","-"
"20ene25",2.483
"21ene25",2.489
"22ene25",2.493
"23ene25",2.493
"24ene25",2.499
"25ene25","-"
"26ene25","-"
"27ene25",2.528
"28ene25",2.534
"29ene25",2.535
"30ene25",2.531
"31ene25",2.519
"01feb25","-"
"02feb25","-"
"03feb25",2.436
"04feb25",2.350
"05feb25",2.369
"06feb25",2.354
"07feb25",2.384
"08feb25","-"
"09feb25","-"
"10feb25",2.372
"11feb25",2.374
"12feb25",2.370
"13feb25",2.417
"14feb25",2.438
"15feb25","-"
"16feb25","-"
"17feb25",2.424
"18feb25",2.444
"19feb25",2.447
"20feb25",2.446
"21feb25",2.463
"22feb25","-"
"23feb25","-"
"24feb25",2.431
"25feb25",2.417
"26feb25",2.400
"27feb25",2.409
"28feb25",2.394
"01mar25","-"
"02mar25","-"
"03mar25",2.365
"04mar25",2.381
"05mar25",2.392
"06mar25",2.448
"07mar25",2.481
"08mar25","-"
"09mar25","-"
"10mar25",2.461
"11mar25",2.449
"12mar25",2.431
"13mar25",2.451
"14mar25",2.451
"15mar25","-"
"16mar25","-"
"17mar25",2.439
"18mar25",2.416
"19mar25",2.406
"20mar25",2.379
"21mar25",2.371
"22mar25","-"
"23mar25","-"
"24mar25",2.366
"25mar25",2.354
"26mar25",2.346
"27mar25",2.349
"28mar25",2.324
"29mar25","-"
"30mar25","-"
"31mar25",2.306
"01abr25",2.277
"02abr25",2.326
"03abr25",2.311
"04abr25",2.235
"05abr25","-"
"06abr25","-"
"07abr25",2.210
"08abr25",2.107
"09abr25",2.156
"10abr25",2.099
"11abr25",2.167
"12abr25","-"
"13abr25","-"
"14abr25",2.126
"15abr25",2.126
"16abr25",2.132
"17abr25",2.104
"18abr25","-"
"19abr25","-"
"20abr25","-"
"21abr25","-"
"22abr25",2.128
"23abr25",2.022
"24abr25",2.069
"25abr25",2.082
"26abr25","-"
"27abr25","-"
"28abr25",2.066
"29abr25",2.076
"30abr25",2.049
"01may25","-"
"02may25",2.045
"03may25","-"
"04may25","-"
"05may25",2.039
"06may25",2.045
"07may25",2.039
"08may25",2.036
"09may25",2.024
"10may25","-"
"11may25","-"
"12may25",2.067
"13may25",2.107
"14may25",2.160
"15may25",2.161
"16may25",2.142
"17may25","-"
"18may25","-"
"19may25",2.094
"20may25",2.095
"21may25",2.084
"22may25",2.104
"23may25",2.096
"24may25","-"
"25may25","-"
"26may25",2.082
"27may25",2.056
"28may25",2.056
"29may25",2.070
"30may25",2.090
"31may25","-"
"01jun25","-"
"02jun25",2.057
"03jun25",2.070
"04jun25",2.051
"05jun25",2.044
"06jun25",2.041
"07jun25","-"
"08jun25","-"
"09jun25",2.088
"10jun25",2.086
"11jun25",2.090
"12jun25",2.090
"13jun25",2.084
"14jun25","-"
"15jun25","-"
"16jun25",2.084
"17jun25",2.111
"18jun25",2.099
"19jun25",2.109
"20jun25",2.101
"21jun25","-"
"22jun25","-"
"23jun25",2.093
"24jun25",2.110
"25jun25",2.084
"26jun25",2.073
"27jun25",2.062
"28jun25","-"
"29jun25","-"
"30jun25",2.072
"01jul25",2.070
"02jul25",2.055
"03jul25",2.062
"04jul25",2.066
"05jul25","-"
"06jul25","-"
"07jul25",2.044
"08jul25",2.049
"09jul25",2.083
"10jul25",2.089
"11jul25",2.089
"12jul25","-"
"13jul25","-"
"14jul25",2.114
"15jul25",2.108
"16jul25",2.089
"17jul25",2.087
"18jul25",2.065
"19jul25","-"
"20jul25","-"
"21jul25",2.078
"22jul25",2.050
"23jul25",2.038
"24jul25",2.036
"25jul25",2.058
"26jul25","-"
"27jul25","-"
"28jul25",2.131
"29jul25",2.116
"30jul25",2.116
"31jul25",2.126
"01ago25",2.147
"02ago25","-"
"03ago25","-"
"04ago25",2.156
"05ago25",2.129
"06ago25",2.118
"07ago25",2.122
"08ago25",2.121
"09ago25","-"
"10ago25","-"
"11ago25",2.132
"12ago25",2.142
"13ago25",2.136
"14ago25",2.116
"15ago25",2.092
"16ago25","-"
"17ago25","-"
"18ago25",2.084
"19ago25",2.081
"20ago25",2.084
"21ago25",2.084
"22ago25",2.084
"23ago25","-"
"24ago25","-"
"25ago25",2.113
"26ago25",2.116
"27ago25",2.101
"28ago25",2.115
"29ago25",2.119
"30ago25","-"
"31ago25","-"
"01sep25",2.148
"02sep25",2.162
"03sep25",2.191
"04sep25",2.190
"05sep25",2.178
"06sep25","-"
"07sep25","-"
"08sep25",2.184
"09sep25",2.169
"10sep25",2.160
"11sep25",2.168
"12sep25",2.167
"13sep25","-"
"14sep25","-"
"15sep25",2.183
"16sep25",2.165
"17sep25",2.164
"18sep25",2.160
"19sep25",2.154
"20sep25","-"
"21sep25","-"
"22sep25",2.159
"23sep25",2.160
"24sep25",2.171
"25sep25",2.179
"26sep25",2.179
"27sep25","-"
"28sep25","-"
"29sep25",2.189
"30sep25",2.193
"01oct25",2.204
"02oct25",2.224
"03oct25",2.224
"04oct25","-"
"05oct25","-"
"06oct25",2.226
"07oct25",2.223
"08oct25",2.216
"09oct25",2.209
"10oct25",2.202
"11oct25","-"
"12oct25","-"
"13oct25",2.201
"14oct25",2.182
"15oct25",2.163
"16oct25",2.166
"17oct25",2.164
"18oct25","-"
"19oct25","-"
"20oct25",2.139
"21oct25",2.157
"22oct25",2.156
"23oct25",2.156
"24oct25",2.159
"25oct25","-"
"26oct25","-"
"27oct25",2.175
"28oct25",2.195
"29oct25",2.185
"30oct25",2.186
"31oct25",2.196
"01nov25","-"
"02nov25","-"
"03nov25",2.199
"04nov25",2.206
"05nov25",2.212
"06nov25",2.211
"07nov25",2.212
"08nov25","-"
"09nov25","-"
"10nov25",2.211
"11nov25",2.216
"12nov25",2.224
"13nov25",2.234
"14nov25",2.235
"15nov25","-"
"16nov25","-"
"17nov25",2.235
"18nov25",2.233
"19nov25",2.229
"20nov25",2.221
"21nov25",2.220
"22nov25","-"
"23nov25","-"
"24nov25",2.209
"25nov25",2.206
"26nov25",2.206
"27nov25",2.210
"28nov25",2.209
"29nov25","-"
"30nov25","-"
"01dic25",2.227
"02dic25",2.244
"03dic25",2.251
"04dic25",2.254
"05dic25",2.254
"06dic25","-"
"07dic25","-"
"08dic25",2.246
"09dic25",2.268
"10dic25",2.284
"11dic25",2.298
"12dic25",2.294
"13dic25","-"
"14dic25","-"
"15dic25",2.310
"16dic25",2.315
"17dic25",2.291
"18dic25",2.264
"19dic25",2.266
"20dic25","-"
"21dic25","-"
"22dic25",2.269
"23dic25",2.265
"24dic25",2.259
"25dic25","-"
"26dic25","-"
"27dic25","-"
"28dic25","-"
"29dic25",2.258
"30dic25",2.250
"31dic25",2.243
"01ene26","-"
"02ene26",2.245
"03ene26","-"
"04ene26","-"
"05ene26",2.255
"06ene26",2.261
"07ene26",2.259
"08ene26",2.247
"09ene26",2.251
"10ene26","-"
"11ene26","-"
"12ene26",2.249
"13ene26",2.250
"14ene26",2.251
"15ene26",2.253
"16ene26",2.248
"17ene26","-"
"18ene26","-"
"19ene26",2.259
"20ene26",2.236
"21ene26",2.228
"22ene26",2.216
"23ene26",2.243
"24ene26","-"
"25ene26","-"
"26ene26",2.247
"27ene26",2.249
"28ene26",2.246
"29ene26",2.228
"30ene26",2.226
"31ene26","-"
"01feb26","-"
"02feb26",2.218
"03feb26",2.225
"04feb26",2.234
"05feb26",2.225
"06feb26",2.227
"07feb26","-"
"08feb26","-"
"09feb26",2.222
"10feb26",2.227
"11feb26",2.231
"12feb26",2.246
"13feb26",2.248
"14feb26","-"
"15feb26","-"
"16feb26",2.236
"17feb26",2.216
"18feb26",2.198
"19feb26",2.198
"20feb26",2.205
"21feb26","-"
"22feb26","-"
"23feb26",2.205
"24feb26",2.206
"25feb26",2.208
"26feb26",2.217
"27feb26",2.222
"28feb26","-"
"01mar26","-"
"02mar26",2.229
"03mar26",2.232
"04mar26",2.307
"05mar26",2.316
"06mar26",2.323
"07mar26","-"
"08mar26","-"
"09mar26",2.367
"10mar26",2.552
"11mar26",2.369
"12mar26",2.456
"13mar26",2.522
"14mar26","-"
"15mar26","-"
"16mar26",2.540
"17mar26",2.547
"18mar26",2.528
"19mar26",2.524
"FUENTE","REFINITIV"
"NOTAS","Further information: https://www.emmi-benchmarks.eu/. Terms of use: https://www.emmi-benchmarks.eu/terms-of-use"
