"DOCUMENTACIÓN","Tipo de interés. UEM. Mercado monetario. Euríbor. A 12 meses"
"UNIDADES","Porcentaje"
"FRECUENCIA","Diaria"
"CÓDIGO DE IDENTIFICACIÓN","D_DNBAF172"
"NÚMERO SECUENCIAL","-"
"ALIAS","-"
"CÓDIGO DE UNIDADES","Porcentaje"
"01sep13","-"
"02sep13",0.550
"03sep13",0.548
"04sep13",0.549
"05sep13",0.551
"06sep13",0.551
"07sep13","-"
"08sep13","-"
"09sep13",0.547
"10sep13",0.549
"11sep13",0.550
"12sep13",0.547
"13sep13",0.548
"14sep13","-"
"15sep13","-"
"16sep13",0.542
"17sep13",0.542
"18sep13",0.543
"19sep13",0.537
"20sep13",0.536
"21sep13","-"
"22sep13","-"
"23sep13",0.538
"24sep13",0.534
"25sep13",0.536
"26sep13",0.537
"27sep13",0.538
"28sep13","-"
"29sep13","-"
"30sep13",0.539
"01oct13",0.537
"02oct13",0.536
"03oct13",0.537
"04oct13",0.537
"05oct13","-"
"06oct13","-"
"07oct13",0.536
"08oct13",0.539
"09oct13",0.540
"10oct13",0.541
"11oct13",0.540
"12oct13","-"
"13oct13","-"
"14oct13",0.541
"15oct13",0.540
"16oct13",0.541
"17oct13",0.538
"18oct13",0.537
"19oct13","-"
"20oct13","-"
"21oct13",0.538
"22oct13",0.539
"23oct13",0.537
"24oct13",0.542
"25oct13",0.547
"26oct13","-"
"27oct13","-"
"28oct13",0.553
"29oct13",0.550
"30oct13",0.548
"31oct13",0.548
"01nov13",0.533
"02nov13","-"
"03nov13","-"
"04nov13",0.532
"05nov13",0.534
"06nov13",0.535
"07nov13",0.534
"08nov13",0.506
"09nov13","-"
"10nov13","-"
"11nov13",0.502
"12nov13",0.501
"13nov13",0.500
"14nov13",0.496
"15nov13",0.496
"16nov13","-"
"17nov13","-"
"18nov13",0.497
"19nov13",0.496
"20nov13",0.495
"21nov13",0.489
"22nov13",0.492
"23nov13","-"
"24nov13","-"
"25nov13",0.498
"26nov13",0.500
"27nov13",0.497
"28nov13",0.500
"29nov13",0.501
"30nov13","-"
"01dic13","-"
"02dic13",0.502
"03dic13",0.503
"04dic13",0.504
"05dic13",0.507
"06dic13",0.519
"07dic13","-"
"08dic13","-"
"09dic13",0.527
"10dic13",0.533
"11dic13",0.540
"12dic13",0.549
"13dic13",0.556
"14dic13","-"
"15dic13","-"
"16dic13",0.563
"17dic13",0.567
"18dic13",0.565
"19dic13",0.558
"20dic13",0.559
"21dic13","-"
"22dic13","-"
"23dic13",0.562
"24dic13",0.560
"25dic13","-"
"26dic13","-"
"27dic13",0.562
"28dic13","-"
"29dic13","-"
"30dic13",0.558
"31dic13",0.556
"01ene14","-"
"02ene14",0.555
"03ene14",0.551
"04ene14","-"
"05ene14","-"
"06ene14",0.550
"07ene14",0.550
"08ene14",0.552
"09ene14",0.557
"10ene14",0.557
"11ene14","-"
"12ene14","-"
"13ene14",0.557
"14ene14",0.557
"15ene14",0.565
"16ene14",0.572
"17ene14",0.571
"18ene14","-"
"19ene14","-"
"20ene14",0.570
"21ene14",0.571
"22ene14",0.570
"23ene14",0.570
"24ene14",0.567
"25ene14","-"
"26ene14","-"
"27ene14",0.569
"28ene14",0.569
"29ene14",0.566
"30ene14",0.562
"31ene14",0.559
"01feb14","-"
"02feb14","-"
"03feb14",0.549
"04feb14",0.548
"05feb14",0.548
"06feb14",0.547
"07feb14",0.552
"08feb14","-"
"09feb14","-"
"10feb14",0.551
"11feb14",0.554
"12feb14",0.552
"13feb14",0.547
"14feb14",0.548
"15feb14","-"
"16feb14","-"
"17feb14",0.547
"18feb14",0.547
"19feb14",0.547
"20feb14",0.545
"21feb14",0.547
"22feb14","-"
"23feb14","-"
"24feb14",0.549
"25feb14",0.553
"26feb14",0.551
"27feb14",0.549
"28feb14",0.549
"01mar14","-"
"02mar14","-"
"03mar14",0.554
"04mar14",0.552
"05mar14",0.551
"06mar14",0.551
"07mar14",0.567
"08mar14","-"
"09mar14","-"
"10mar14",0.578
"11mar14",0.575
"12mar14",0.574
"13mar14",0.573
"14mar14",0.570
"15mar14","-"
"16mar14","-"
"17mar14",0.576
"18mar14",0.582
"19mar14",0.585
"20mar14",0.591
"21mar14",0.593
"22mar14","-"
"23mar14","-"
"24mar14",0.600
"25mar14",0.598
"26mar14",0.591
"27mar14",0.587
"28mar14",0.585
"29mar14","-"
"30mar14","-"
"31mar14",0.590
"01abr14",0.591
"02abr14",0.599
"03abr14",0.600
"04abr14",0.603
"05abr14","-"
"06abr14","-"
"07abr14",0.600
"08abr14",0.599
"09abr14",0.599
"10abr14",0.599
"11abr14",0.601
"12abr14","-"
"13abr14","-"
"14abr14",0.599
"15abr14",0.598
"16abr14",0.598
"17abr14",0.599
"18abr14","-"
"19abr14","-"
"20abr14","-"
"21abr14","-"
"22abr14",0.603
"23abr14",0.606
"24abr14",0.611
"25abr14",0.619
"26abr14","-"
"27abr14","-"
"28abr14",0.620
"29abr14",0.621
"30abr14",0.614
"01may14","-"
"02may14",0.612
"03may14","-"
"04may14","-"
"05may14",0.613
"06may14",0.613
"07may14",0.614
"08may14",0.617
"09may14",0.606
"10may14","-"
"11may14","-"
"12may14",0.607
"13may14",0.605
"14may14",0.596
"15may14",0.587
"16may14",0.586
"17may14","-"
"18may14","-"
"19may14",0.586
"20may14",0.585
"21may14",0.583
"22may14",0.583
"23may14",0.578
"24may14","-"
"25may14","-"
"26may14",0.576
"27may14",0.573
"28may14",0.574
"29may14",0.572
"30may14",0.572
"31may14","-"
"01jun14","-"
"02jun14",0.569
"03jun14",0.567
"04jun14",0.562
"05jun14",0.552
"06jun14",0.533
"07jun14","-"
"08jun14","-"
"09jun14",0.529
"10jun14",0.528
"11jun14",0.525
"12jun14",0.511
"13jun14",0.507
"14jun14","-"
"15jun14","-"
"16jun14",0.496
"17jun14",0.491
"18jun14",0.490
"19jun14",0.489
"20jun14",0.489
"21jun14","-"
"22jun14","-"
"23jun14",0.489
"24jun14",0.489
"25jun14",0.487
"26jun14",0.488
"27jun14",0.488
"28jun14","-"
"29jun14","-"
"30jun14",0.488
"01jul14",0.488
"02jul14",0.487
"03jul14",0.488
"04jul14",0.486
"05jul14","-"
"06jul14","-"
"07jul14",0.486
"08jul14",0.486
"09jul14",0.487
"10jul14",0.487
"11jul14",0.487
"12jul14","-"
"13jul14","-"
"14jul14",0.488
"15jul14",0.487
"16jul14",0.486
"17jul14",0.486
"18jul14",0.485
"19jul14","-"
"20jul14","-"
"21jul14",0.486
"22jul14",0.488
"23jul14",0.489
"24jul14",0.490
"25jul14",0.490
"26jul14","-"
"27jul14","-"
"28jul14",0.489
"29jul14",0.489
"30jul14",0.489
"31jul14",0.489
"01ago14",0.489
"02ago14","-"
"03ago14","-"
"04ago14",0.488
"05ago14",0.488
"06ago14",0.487
"07ago14",0.484
"08ago14",0.482
"09ago14","-"
"10ago14","-"
"11ago14",0.482
"12ago14",0.479
"13ago14",0.479
"14ago14",0.478
"15ago14",0.477
"16ago14","-"
"17ago14","-"
"18ago14",0.474
"19ago14",0.469
"20ago14",0.466
"21ago14",0.464
"22ago14",0.463
"23ago14","-"
"24ago14","-"
"25ago14",0.448
"26ago14",0.443
"27ago14",0.439
"28ago14",0.438
"29ago14",0.434
"30ago14","-"
"31ago14","-"
"01sep14",0.428
"02sep14",0.420
"03sep14",0.419
"04sep14",0.418
"05sep14",0.374
"06sep14","-"
"07sep14","-"
"08sep14",0.366
"09sep14",0.360
"10sep14",0.357
"11sep14",0.352
"12sep14",0.349
"13sep14","-"
"14sep14","-"
"15sep14",0.349
"16sep14",0.346
"17sep14",0.347
"18sep14",0.347
"19sep14",0.347
"20sep14","-"
"21sep14","-"
"22sep14",0.345
"23sep14",0.343
"24sep14",0.344
"25sep14",0.342
"26sep14",0.341
"27sep14","-"
"28sep14","-"
"29sep14",0.339
"30sep14",0.338
"01oct14",0.338
"02oct14",0.334
"03oct14",0.335
"04oct14","-"
"05oct14","-"
"06oct14",0.334
"07oct14",0.333
"08oct14",0.333
"09oct14",0.332
"10oct14",0.333
"11oct14","-"
"12oct14","-"
"13oct14",0.336
"14oct14",0.340
"15oct14",0.338
"16oct14",0.339
"17oct14",0.340
"18oct14","-"
"19oct14","-"
"20oct14",0.337
"21oct14",0.339
"22oct14",0.341
"23oct14",0.341
"24oct14",0.341
"25oct14","-"
"26oct14","-"
"27oct14",0.341
"28oct14",0.340
"29oct14",0.340
"30oct14",0.340
"31oct14",0.340
"01nov14","-"
"02nov14","-"
"03nov14",0.339
"04nov14",0.338
"05nov14",0.337
"06nov14",0.337
"07nov14",0.336
"08nov14","-"
"09nov14","-"
"10nov14",0.336
"11nov14",0.336
"12nov14",0.336
"13nov14",0.334
"14nov14",0.333
"15nov14","-"
"16nov14","-"
"17nov14",0.332
"18nov14",0.334
"19nov14",0.336
"20nov14",0.336
"21nov14",0.334
"22nov14","-"
"23nov14","-"
"24nov14",0.332
"25nov14",0.332
"26nov14",0.334
"27nov14",0.331
"28nov14",0.331
"29nov14","-"
"30nov14","-"
"01dic14",0.330
"02dic14",0.331
"03dic14",0.328
"04dic14",0.328
"05dic14",0.329
"06dic14","-"
"07dic14","-"
"08dic14",0.329
"09dic14",0.329
"10dic14",0.328
"11dic14",0.328
"12dic14",0.329
"13dic14","-"
"14dic14","-"
"15dic14",0.329
"16dic14",0.329
"17dic14",0.330
"18dic14",0.328
"19dic14",0.329
"20dic14","-"
"21dic14","-"
"22dic14",0.329
"23dic14",0.328
"24dic14",0.328
"25dic14","-"
"26dic14","-"
"27dic14","-"
"28dic14","-"
"29dic14",0.328
"30dic14",0.327
"31dic14",0.325
"01ene15","-"
"02ene15",0.323
"03ene15","-"
"04ene15","-"
"05ene15",0.321
"06ene15",0.319
"07ene15",0.319
"08ene15",0.319
"09ene15",0.318
"10ene15","-"
"11ene15","-"
"12ene15",0.317
"13ene15",0.318
"14ene15",0.315
"15ene15",0.313
"16ene15",0.299
"17ene15","-"
"18ene15","-"
"19ene15",0.289
"20ene15",0.284
"21ene15",0.283
"22ene15",0.282
"23ene15",0.275
"24ene15","-"
"25ene15","-"
"26ene15",0.277
"27ene15",0.277
"28ene15",0.273
"29ene15",0.271
"30ene15",0.270
"31ene15","-"
"01feb15","-"
"02feb15",0.271
"03feb15",0.266
"04feb15",0.263
"05feb15",0.262
"06feb15",0.261
"07feb15","-"
"08feb15","-"
"09feb15",0.261
"10feb15",0.262
"11feb15",0.260
"12feb15",0.260
"13feb15",0.259
"14feb15","-"
"15feb15","-"
"16feb15",0.258
"17feb15",0.258
"18feb15",0.255
"19feb15",0.252
"20feb15",0.250
"21feb15","-"
"22feb15","-"
"23feb15",0.246
"24feb15",0.245
"25feb15",0.241
"26feb15",0.238
"27feb15",0.233
"28feb15","-"
"01mar15","-"
"02mar15",0.230
"03mar15",0.228
"04mar15",0.227
"05mar15",0.226
"06mar15",0.225
"07mar15","-"
"08mar15","-"
"09mar15",0.222
"10mar15",0.219
"11mar15",0.217
"12mar15",0.215
"13mar15",0.214
"14mar15","-"
"15mar15","-"
"16mar15",0.212
"17mar15",0.209
"18mar15",0.212
"19mar15",0.209
"20mar15",0.205
"21mar15","-"
"22mar15","-"
"23mar15",0.203
"24mar15",0.202
"25mar15",0.201
"26mar15",0.201
"27mar15",0.199
"28mar15","-"
"29mar15","-"
"30mar15",0.198
"31mar15",0.198
"01abr15",0.196
"02abr15",0.195
"03abr15","-"
"04abr15","-"
"05abr15","-"
"06abr15","-"
"07abr15",0.195
"08abr15",0.191
"09abr15",0.190
"10abr15",0.188
"11abr15","-"
"12abr15","-"
"13abr15",0.187
"14abr15",0.183
"15abr15",0.180
"16abr15",0.178
"17abr15",0.177
"18abr15","-"
"19abr15","-"
"20abr15",0.176
"21abr15",0.176
"22abr15",0.175
"23abr15",0.173
"24abr15",0.172
"25abr15","-"
"26abr15","-"
"27abr15",0.171
"28abr15",0.168
"29abr15",0.167
"30abr15",0.171
"01may15","-"
"02may15","-"
"03may15","-"
"04may15",0.170
"05may15",0.167
"06may15",0.169
"07may15",0.169
"08may15",0.169
"09may15","-"
"10may15","-"
"11may15",0.168
"12may15",0.169
"13may15",0.169
"14may15",0.168
"15may15",0.167
"16may15","-"
"17may15","-"
"18may15",0.168
"19may15",0.164
"20may15",0.162
"21may15",0.162
"22may15",0.162
"23may15","-"
"24may15","-"
"25may15",0.163
"26may15",0.161
"27may15",0.160
"28may15",0.159
"29may15",0.160
"30may15","-"
"31may15","-"
"01jun15",0.161
"02jun15",0.158
"03jun15",0.160
"04jun15",0.162
"05jun15",0.161
"06jun15","-"
"07jun15","-"
"08jun15",0.163
"09jun15",0.163
"10jun15",0.166
"11jun15",0.161
"12jun15",0.163
"13jun15","-"
"14jun15","-"
"15jun15",0.164
"16jun15",0.166
"17jun15",0.166
"18jun15",0.166
"19jun15",0.166
"20jun15","-"
"21jun15","-"
"22jun15",0.164
"23jun15",0.163
"24jun15",0.163
"25jun15",0.162
"26jun15",0.162
"27jun15","-"
"28jun15","-"
"29jun15",0.163
"30jun15",0.164
"01jul15",0.164
"02jul15",0.163
"03jul15",0.163
"04jul15","-"
"05jul15","-"
"06jul15",0.164
"07jul15",0.164
"08jul15",0.164
"09jul15",0.163
"10jul15",0.164
"11jul15","-"
"12jul15","-"
"13jul15",0.166
"14jul15",0.168
"15jul15",0.169
"16jul15",0.169
"17jul15",0.170
"18jul15","-"
"19jul15","-"
"20jul15",0.171
"21jul15",0.170
"22jul15",0.171
"23jul15",0.171
"24jul15",0.170
"25jul15","-"
"26jul15","-"
"27jul15",0.169
"28jul15",0.169
"29jul15",0.169
"30jul15",0.169
"31jul15",0.167
"01ago15","-"
"02ago15","-"
"03ago15",0.166
"04ago15",0.164
"05ago15",0.163
"06ago15",0.163
"07ago15",0.163
"08ago15","-"
"09ago15","-"
"10ago15",0.162
"11ago15",0.162
"12ago15",0.161
"13ago15",0.161
"14ago15",0.161
"15ago15","-"
"16ago15","-"
"17ago15",0.161
"18ago15",0.159
"19ago15",0.160
"20ago15",0.159
"21ago15",0.160
"22ago15","-"
"23ago15","-"
"24ago15",0.160
"25ago15",0.161
"26ago15",0.160
"27ago15",0.160
"28ago15",0.161
"29ago15","-"
"30ago15","-"
"31ago15",0.160
"01sep15",0.161
"02sep15",0.160
"03sep15",0.161
"04sep15",0.158
"05sep15","-"
"06sep15","-"
"07sep15",0.158
"08sep15",0.158
"09sep15",0.158
"10sep15",0.157
"11sep15",0.157
"12sep15","-"
"13sep15","-"
"14sep15",0.157
"15sep15",0.155
"16sep15",0.156
"17sep15",0.156
"18sep15",0.154
"19sep15","-"
"20sep15","-"
"21sep15",0.152
"22sep15",0.150
"23sep15",0.147
"24sep15",0.148
"25sep15",0.146
"26sep15","-"
"27sep15","-"
"28sep15",0.145
"29sep15",0.143
"30sep15",0.142
"01oct15",0.140
"02oct15",0.139
"03oct15","-"
"04oct15","-"
"05oct15",0.137
"06oct15",0.139
"07oct15",0.140
"08oct15",0.139
"09oct15",0.139
"10oct15","-"
"11oct15","-"
"12oct15",0.139
"13oct15",0.139
"14oct15",0.137
"15oct15",0.134
"16oct15",0.129
"17oct15","-"
"18oct15","-"
"19oct15",0.128
"20oct15",0.129
"21oct15",0.130
"22oct15",0.129
"23oct15",0.114
"24oct15","-"
"25oct15","-"
"26oct15",0.110
"27oct15",0.108
"28oct15",0.104
"29oct15",0.104
"30oct15",0.107
"31oct15","-"
"01nov15","-"
"02nov15",0.109
"03nov15",0.106
"04nov15",0.101
"05nov15",0.098
"06nov15",0.096
"07nov15","-"
"08nov15","-"
"09nov15",0.101
"10nov15",0.091
"11nov15",0.089
"12nov15",0.084
"13nov15",0.082
"14nov15","-"
"15nov15","-"
"16nov15",0.077
"17nov15",0.076
"18nov15",0.076
"19nov15",0.074
"20nov15",0.068
"21nov15","-"
"22nov15","-"
"23nov15",0.062
"24nov15",0.058
"25nov15",0.060
"26nov15",0.053
"27nov15",0.048
"28nov15","-"
"29nov15","-"
"30nov15",0.048
"01dic15",0.045
"02dic15",0.043
"03dic15",0.039
"04dic15",0.068
"05dic15","-"
"06dic15","-"
"07dic15",0.066
"08dic15",0.067
"09dic15",0.066
"10dic15",0.064
"11dic15",0.063
"12dic15","-"
"13dic15","-"
"14dic15",0.060
"15dic15",0.060
"16dic15",0.059
"17dic15",0.059
"18dic15",0.058
"19dic15","-"
"20dic15","-"
"21dic15",0.061
"22dic15",0.060
"23dic15",0.061
"24dic15",0.060
"25dic15","-"
"26dic15","-"
"27dic15","-"
"28dic15",0.060
"29dic15",0.058
"30dic15",0.059
"31dic15",0.060
"01ene16","-"
"02ene16","-"
"03ene16","-"
"04ene16",0.058
"05ene16",0.059
"06ene16",0.056
"07ene16",0.051
"08ene16",0.051
"09ene16","-"
"10ene16","-"
"11ene16",0.050
"12ene16",0.048
"13ene16",0.049
"14ene16",0.048
"15ene16",0.049
"16ene16","-"
"17ene16","-"
"18ene16",0.049
"19ene16",0.048
"20ene16",0.045
"21ene16",0.042
"22ene16",0.032
"23ene16","-"
"24ene16","-"
"25ene16",0.028
"26ene16",0.025
"27ene16",0.022
"28ene16",0.022
"29ene16",0.015
"30ene16","-"
"31ene16","-"
"01feb16",0.010
"02feb16",0.009
"03feb16",0.008
"04feb16",0.002
"05feb16",-0.002
"06feb16","-"
"07feb16","-"
"08feb16",-0.005
"09feb16",-0.004
"10feb16",-0.001
"11feb16",-0.006
"12feb16",-0.009
"13feb16","-"
"14feb16","-"
"15feb16",-0.008
"16feb16",-0.012
"17feb16",-0.011
"18feb16",-0.014
"19feb16",-0.017
"20feb16","-"
"21feb16","-"
"22feb16",-0.018
"23feb16",-0.016
"24feb16",-0.015
"25feb16",-0.015
"26feb16",-0.017
"27feb16","-"
"28feb16","-"
"29feb16",-0.024
"01mar16",-0.026
"02mar16",-0.024
"03mar16",-0.025
"04mar16",-0.028
"05mar16","-"
"06mar16","-"
"07mar16",-0.024
"08mar16",-0.025
"09mar16",-0.023
"10mar16",-0.025
"11mar16",-0.009
"12mar16","-"
"13mar16","-"
"14mar16",-0.008
"15mar16",-0.006
"16mar16",-0.004
"17mar16",-0.003
"18mar16",-0.003
"19mar16","-"
"20mar16","-"
"21mar16",-0.002
"22mar16",-0.002
"23mar16",-0.003
"24mar16",-0.005
"25mar16","-"
"26mar16","-"
"27mar16","-"
"28mar16","-"
"29mar16",-0.006
"30mar16",-0.004
"31mar16",-0.005
"01abr16",-0.002
"02abr16","-"
"03abr16","-"
"04abr16",-0.001
"05abr16",-0.004
"06abr16",-0.005
"07abr16",-0.007
"08abr16",-0.010
"09abr16","-"
"10abr16","-"
"11abr16",-0.011
"12abr16",-0.012
"13abr16",-0.013
"14abr16",-0.011
"15abr16",-0.011
"16abr16","-"
"17abr16","-"
"18abr16",-0.012
"19abr16",-0.011
"20abr16",-0.011
"21abr16",-0.011
"22abr16",-0.011
"23abr16","-"
"24abr16","-"
"25abr16",-0.013
"26abr16",-0.014
"27abr16",-0.011
"28abr16",-0.012
"29abr16",-0.012
"30abr16","-"
"01may16","-"
"02may16",-0.012
"03may16",-0.012
"04may16",-0.012
"05may16",-0.013
"06may16",-0.013
"07may16","-"
"08may16","-"
"09may16",-0.014
"10may16",-0.013
"11may16",-0.012
"12may16",-0.012
"13may16",-0.012
"14may16","-"
"15may16","-"
"16may16",-0.012
"17may16",-0.011
"18may16",-0.011
"19may16",-0.011
"20may16",-0.011
"21may16","-"
"22may16","-"
"23may16",-0.012
"24may16",-0.012
"25may16",-0.013
"26may16",-0.014
"27may16",-0.015
"28may16","-"
"29may16","-"
"30may16",-0.015
"31may16",-0.015
"01jun16",-0.018
"02jun16",-0.017
"03jun16",-0.016
"04jun16","-"
"05jun16","-"
"06jun16",-0.018
"07jun16",-0.018
"08jun16",-0.018
"09jun16",-0.018
"10jun16",-0.018
"11jun16","-"
"12jun16","-"
"13jun16",-0.020
"14jun16",-0.021
"15jun16",-0.021
"16jun16",-0.026
"17jun16",-0.026
"18jun16","-"
"19jun16","-"
"20jun16",-0.028
"21jun16",-0.029
"22jun16",-0.029
"23jun16",-0.029
"24jun16",-0.047
"25jun16","-"
"26jun16","-"
"27jun16",-0.048
"28jun16",-0.049
"29jun16",-0.051
"30jun16",-0.051
"01jul16",-0.052
"02jul16","-"
"03jul16","-"
"04jul16",-0.055
"05jul16",-0.059
"06jul16",-0.062
"07jul16",-0.063
"08jul16",-0.059
"09jul16","-"
"10jul16","-"
"11jul16",-0.063
"12jul16",-0.061
"13jul16",-0.061
"14jul16",-0.061
"15jul16",-0.057
"16jul16","-"
"17jul16","-"
"18jul16",-0.061
"19jul16",-0.059
"20jul16",-0.056
"21jul16",-0.054
"22jul16",-0.050
"23jul16","-"
"24jul16","-"
"25jul16",-0.049
"26jul16",-0.048
"27jul16",-0.049
"28jul16",-0.049
"29jul16",-0.049
"30jul16","-"
"31jul16","-"
"01ago16",-0.048
"02ago16",-0.048
"03ago16",-0.047
"04ago16",-0.045
"05ago16",-0.047
"06ago16","-"
"07ago16","-"
"08ago16",-0.046
"09ago16",-0.047
"10ago16",-0.048
"11ago16",-0.049
"12ago16",-0.049
"13ago16","-"
"14ago16","-"
"15ago16",-0.050
"16ago16",-0.050
"17ago16",-0.049
"18ago16",-0.048
"19ago16",-0.047
"20ago16","-"
"21ago16","-"
"22ago16",-0.046
"23ago16",-0.047
"24ago16",-0.048
"25ago16",-0.049
"26ago16",-0.050
"27ago16","-"
"28ago16","-"
"29ago16",-0.050
"30ago16",-0.051
"31ago16",-0.052
"01sep16",-0.051
"02sep16",-0.052
"03sep16","-"
"04sep16","-"
"05sep16",-0.052
"06sep16",-0.054
"07sep16",-0.059
"08sep16",-0.060
"09sep16",-0.057
"10sep16","-"
"11sep16","-"
"12sep16",-0.057
"13sep16",-0.055
"14sep16",-0.054
"15sep16",-0.053
"16sep16",-0.054
"17sep16","-"
"18sep16","-"
"19sep16",-0.056
"20sep16",-0.057
"21sep16",-0.058
"22sep16",-0.059
"23sep16",-0.059
"24sep16","-"
"25sep16","-"
"26sep16",-0.060
"27sep16",-0.060
"28sep16",-0.061
"29sep16",-0.064
"30sep16",-0.064
"01oct16","-"
"02oct16","-"
"03oct16",-0.064
"04oct16",-0.064
"05oct16",-0.064
"06oct16",-0.064
"07oct16",-0.063
"08oct16","-"
"09oct16","-"
"10oct16",-0.064
"11oct16",-0.066
"12oct16",-0.069
"13oct16",-0.071
"14oct16",-0.072
"15oct16","-"
"16oct16","-"
"17oct16",-0.071
"18oct16",-0.073
"19oct16",-0.073
"20oct16",-0.073
"21oct16",-0.074
"22oct16","-"
"23oct16","-"
"24oct16",-0.070
"25oct16",-0.071
"26oct16",-0.070
"27oct16",-0.070
"28oct16",-0.069
"29oct16","-"
"30oct16","-"
"31oct16",-0.069
"01nov16",-0.069
"02nov16",-0.071
"03nov16",-0.071
"04nov16",-0.071
"05nov16","-"
"06nov16","-"
"07nov16",-0.070
"08nov16",-0.070
"09nov16",-0.070
"10nov16",-0.071
"11nov16",-0.069
"12nov16","-"
"13nov16","-"
"14nov16",-0.070
"15nov16",-0.071
"16nov16",-0.073
"17nov16",-0.075
"18nov16",-0.077
"19nov16","-"
"20nov16","-"
"21nov16",-0.078
"22nov16",-0.079
"23nov16",-0.078
"24nov16",-0.079
"25nov16",-0.079
"26nov16","-"
"27nov16","-"
"28nov16",-0.079
"29nov16",-0.079
"30nov16",-0.080
"01dic16",-0.079
"02dic16",-0.076
"03dic16","-"
"04dic16","-"
"05dic16",-0.078
"06dic16",-0.079
"07dic16",-0.078
"08dic16",-0.078
"09dic16",-0.081
"10dic16","-"
"11dic16","-"
"12dic16",-0.081
"13dic16",-0.081
"14dic16",-0.082
"15dic16",-0.081
"16dic16",-0.081
"17dic16","-"
"18dic16","-"
"19dic16",-0.081
"20dic16",-0.081
"21dic16",-0.082
"22dic16",-0.082
"23dic16",-0.082
"24dic16","-"
"25dic16","-"
"26dic16","-"
"27dic16",-0.081
"28dic16",-0.082
"29dic16",-0.081
"30dic16",-0.082
"31dic16","-"
"01ene17","-"
"02ene17",-0.083
"03ene17",-0.084
"04ene17",-0.085
"05ene17",-0.085
"06ene17",-0.087
"07ene17","-"
"08ene17","-"
"09ene17",-0.088
"10ene17",-0.090
"11ene17",-0.091
"12ene17",-0.093
"13ene17",-0.094
"14ene17","-"
"15ene17","-"
"16ene17",-0.095
"17ene17",-0.098
"18ene17",-0.099
"19ene17",-0.100
"20ene17",-0.100
"21ene17","-"
"22ene17","-"
"23ene17",-0.101
"24ene17",-0.101
"25ene17",-0.101
"26ene17",-0.102
"27ene17",-0.101
"28ene17","-"
"29ene17","-"
"30ene17",-0.100
"31ene17",-0.101
"01feb17",-0.103
"02feb17",-0.102
"03feb17",-0.101
"04feb17","-"
"05feb17","-"
"06feb17",-0.101
"07feb17",-0.101
"08feb17",-0.101
"09feb17",-0.101
"10feb17",-0.101
"11feb17","-"
"12feb17","-"
"13feb17",-0.102
"14feb17",-0.104
"15feb17",-0.104
"16feb17",-0.106
"17feb17",-0.109
"18feb17","-"
"19feb17","-"
"20feb17",-0.109
"21feb17",-0.111
"22feb17",-0.111
"23feb17",-0.111
"24feb17",-0.113
"25feb17","-"
"26feb17","-"
"27feb17",-0.113
"28feb17",-0.114
"01mar17",-0.114
"02mar17",-0.114
"03mar17",-0.113
"04mar17","-"
"05mar17","-"
"06mar17",-0.111
"07mar17",-0.111
"08mar17",-0.111
"09mar17",-0.111
"10mar17",-0.109
"11mar17","-"
"12mar17","-"
"13mar17",-0.108
"14mar17",-0.108
"15mar17",-0.110
"16mar17",-0.111
"17mar17",-0.109
"18mar17","-"
"19mar17","-"
"20mar17",-0.109
"21mar17",-0.106
"22mar17",-0.106
"23mar17",-0.107
"24mar17",-0.107
"25mar17","-"
"26mar17","-"
"27mar17",-0.109
"28mar17",-0.110
"29mar17",-0.109
"30mar17",-0.109
"31mar17",-0.109
"01abr17","-"
"02abr17","-"
"03abr17",-0.111
"04abr17",-0.111
"05abr17",-0.114
"06abr17",-0.115
"07abr17",-0.116
"08abr17","-"
"09abr17","-"
"10abr17",-0.118
"11abr17",-0.119
"12abr17",-0.120
"13abr17",-0.120
"14abr17","-"
"15abr17","-"
"16abr17","-"
"17abr17","-"
"18abr17",-0.122
"19abr17",-0.123
"20abr17",-0.124
"21abr17",-0.124
"22abr17","-"
"23abr17","-"
"24abr17",-0.121
"25abr17",-0.121
"26abr17",-0.121
"27abr17",-0.121
"28abr17",-0.121
"29abr17","-"
"30abr17","-"
"01may17","-"
"02may17",-0.121
"03may17",-0.125
"04may17",-0.126
"05may17",-0.124
"06may17","-"
"07may17","-"
"08may17",-0.124
"09may17",-0.123
"10may17",-0.124
"11may17",-0.124
"12may17",-0.127
"13may17","-"
"14may17","-"
"15may17",-0.127
"16may17",-0.128
"17may17",-0.129
"18may17",-0.129
"19may17",-0.129
"20may17","-"
"21may17","-"
"22may17",-0.129
"23may17",-0.129
"24may17",-0.129
"25may17",-0.129
"26may17",-0.130
"27may17","-"
"28may17","-"
"29may17",-0.131
"30may17",-0.131
"31may17",-0.131
"01jun17",-0.131
"02jun17",-0.131
"03jun17","-"
"04jun17","-"
"05jun17",-0.131
"06jun17",-0.133
"07jun17",-0.134
"08jun17",-0.134
"09jun17",-0.140
"10jun17","-"
"11jun17","-"
"12jun17",-0.147
"13jun17",-0.149
"14jun17",-0.152
"15jun17",-0.152
"16jun17",-0.154
"17jun17","-"
"18jun17","-"
"19jun17",-0.156
"20jun17",-0.159
"21jun17",-0.161
"22jun17",-0.161
"23jun17",-0.163
"24jun17","-"
"25jun17","-"
"26jun17",-0.161
"27jun17",-0.161
"28jun17",-0.158
"29jun17",-0.156
"30jun17",-0.156
"01jul17","-"
"02jul17","-"
