fecha,morosidad,paro,paro_lag_12,euribor,inflacion_interanual,pred_morosidad_m1,pred_morosidad_m2
2023-02-01,3.55,13.38,13.73,3.5336,6.034003652160092,4.018499006656678,3.363867394817343
2023-03-01,3.51,13.38,13.73,3.6466086956521737,3.296013738894943,4.018499006656678,4.071958448256688
2023-04-01,3.55,11.67,12.69,3.756555555555555,4.095901892452236,3.324552850860651,3.202231917039789
2023-05-01,3.59,11.67,12.69,3.8622272727272726,3.192746045982542,3.324552850860651,3.4454631748411195
2023-06-01,3.5,11.67,12.69,4.007272727272727,1.893296677334133,3.324552850860651,3.794433521686939
2023-07-01,3.5,11.89,12.73,4.149047619047619,2.3266330035206284,3.351243087622037,3.7311862370492284
2023-08-01,3.56,11.89,12.73,4.072956521739131,2.6149897440854053,3.351243087622037,3.647546471410455
2023-09-01,3.56,11.89,12.73,4.149190476190476,3.515734832918782,3.351243087622037,3.4306160484855583
2023-10-01,3.6,11.8,12.99,4.16,3.4684199180857966,3.5247296265710437,3.6148665964369417
2023-11-01,3.57,11.8,12.99,4.02209090909091,3.2308538993622404,3.5247296265710437,3.655442800292173
2023-12-01,3.54,11.8,12.99,3.679105263157895,3.102103266959744,3.5247296265710437,3.6395478467461446
2024-01-01,3.61,12.29,13.38,3.609227272727273,3.4066491745219363,3.784959434994554,3.808838019199318
2024-02-01,3.62,12.29,13.38,3.6705238095238095,2.803598361269488,3.784959434994554,3.9699390805867636
2024-03-01,3.61,12.29,13.38,3.71785,3.2068292994852365,3.784959434994554,3.8746913513388272
2024-04-01,3.6,11.27,11.67,3.703333333333333,3.30967263481301,2.643951813445317,2.723546891270256
2024-05-01,3.62,11.27,11.67,3.6801363636363633,3.631353012878269,2.643951813445317,2.6389538141266233
2024-06-01,3.43,11.27,11.67,3.6496,3.433774939134282,2.643951813445317,2.6845863294909447
